doc_id,text,paper_name,created,favoriteCount,retweetCount,pol_id
kr_newspapers_twitter_0021,"박태환, 男 자유형 400m 아쉬운 4위… 쑨양 금메달",chosun,2017-07-23,0,1,right
kr_newspapers_twitter_0022,"경찰, '거주 불분명' 탈북자 900명 현황 파악 착수…'임지현 재입북' 사건이 계기",chosun,2017-07-23,6,27,right
kr_newspapers_twitter_0023,영화 'G.I.제인' 현실로?…美네이비씰에 도전장 낸 여성 2명,chosun,2017-07-23,2,4,right
kr_newspapers_twitter_0024,"靑, 文 대통령-재벌총수 간담회에 오뚜기 콕 찝어 초대",chosun,2017-07-23,15,21,right
kr_newspapers_twitter_0025,"與 '부자증세' 여론전 돌입…""포용적 복지국가 위한 필수 과정""",chosun,2017-07-23,0,0,right
kr_newspapers_twitter_0026,인천 90대 노인은 왜 방 안에서 익사했나,chosun,2017-07-23,2,3,right
kr_newspapers_twitter_0027,'물난리 외유' 도의원들 수해복구 참여했지만…'레밍' 김학철은 안보여,chosun,2017-07-23,0,5,right
kr_newspapers_twitter_0028,"文대통령, 장관에 현역의원 5명 발탁…17부처 중 16개 부처 마무리",chosun,2017-07-23,1,4,right
kr_newspapers_twitter_0029,상계동의 상전벽해…아파트촌 탈바꿈 '시동',chosun,2017-07-23,1,0,right
kr_newspapers_twitter_0030,침수폰 어쩌나…물먹은 폰 응급처치법,chosun,2017-07-24,1,0,right
kr_newspapers_twitter_0031,사드 보복으로 '韓 관광' 3개월 넘게 막혔더니…면세점 보따리상 급증,chosun,2017-07-24,7,9,right
kr_newspapers_twitter_0032,"노소영“이혼 불가 입장 변화없다”…최태원 SK회장, 이혼 소송으로 가나",chosun,2017-07-24,1,1,right
kr_newspapers_twitter_0033,"'유책배우자'최태원 SK회장, 이혼 가능할까",chosun,2017-07-24,1,2,right
kr_newspapers_twitter_0034,"[속보] 檢, '국정원 댓글 사건' 원세훈 전 국정원장에 징역 4년 구형",chosun,2017-07-24,0,11,right
kr_newspapers_twitter_0035,백악관 공보라인 개편에도 살아남은 '언터처블' 28세 女보좌관,chosun,2017-07-24,2,2,right
kr_newspapers_twitter_0036,원전 '공론화위원회' 출범…위원장에 진보성향 김지형 전 대법관,chosun,2017-07-24,0,8,right
kr_newspapers_twitter_0037,"'수영황제 VS 조스’세기의 수영대결…펠프스, 물갈퀴 달린 특수수영복 입고도 1승 2패 '패배'",chosun,2017-07-24,1,0,right
kr_newspapers_twitter_0038,"""경찰, '스타강사 설민석·최진기 댓글알바 의혹' 업체 대표 등 경영진으로 수사 확대""",chosun,2017-07-24,2,17,right
kr_newspapers_twitter_0039,[난리 법(法)석] 빌린 원금과 이자금은 얼마를 갚아야 하나,chosun,2017-07-24,1,0,right
kr_newspapers_twitter_0040,"머스크 vs 저커버그, AI 두고 날선 공방전",chosun,2017-07-25,8,2,right
kr_newspapers_twitter_0041,"프리미엄 환상이 빚은 '신기루'…오피스텔 광풍, 결국엔 ‘마이너스 프리미엄’",chosun,2017-07-25,8,10,right
kr_newspapers_twitter_0042,아파트 층간소음에 윗집 주민 찔러 숨지게 한 60대 남성 체포,chosun,2017-07-25,1,2,right
kr_newspapers_twitter_0043,내달부터 부동산 거래 때 종이 계약서·인감 대신 휴대폰만 있으면 'OK',chosun,2017-07-25,4,7,right
kr_newspapers_twitter_0044,시속 7200km(음속 6배)로 날아가 명중하는 '레일건' 자동 장전-발사 첫 공개,chosun,2017-07-25,9,18,right
kr_newspapers_twitter_0045,"文대통령, 美 '비정형 광우병' 발생에 ""우리에게 위험하지 않더라도 국민께 정부 조치 상세 보고하라""",chosun,2017-07-25,1,3,right
kr_newspapers_twitter_0046,브라질 방송인 '눈 찢고' 한국인 인종차별 발언에 양국 네티즌 설전,chosun,2017-07-25,1,0,right
kr_newspapers_twitter_0047,'노조 불법도청' 사건에 고개숙인 LG화학,chosun,2017-07-25,0,1,right
kr_newspapers_twitter_0048,"이언주 ""공무원? 세금먹는 사람""… 전공노 ""공공부문 노동자 모욕""",chosun,2017-07-25,5,6,right
kr_newspapers_twitter_0049,"김동철 ""홍준표 자질도 부족하고 그릇도 작아...국민이 뻔히 안다""",chosun,2017-07-25,2,1,right
kr_newspapers_twitter_0050,"검찰, 한국인 승무원 성폭행 의혹 中 대기업 회장 무혐의",chosun,2017-07-26,0,1,right
kr_newspapers_twitter_0051,美 “北 ICBM 발사 추진 자체를 걱정…특정 날짜와는 관련 없다”,chosun,2017-07-26,0,3,right
kr_newspapers_twitter_0052,'평당 4750만원!' 아파트 분양가 최고기록 깨졌다,chosun,2017-07-26,2,3,right
kr_newspapers_twitter_0053,“성장보다 생존” 살길 찾는 온라인쇼핑몰,chosun,2017-07-26,0,5,right
kr_newspapers_twitter_0054,과잉진료 내부고발한 '양심 치과의사'의 페이스북 계정 돌연 폐쇄된 이유는,chosun,2017-07-26,1,3,right
kr_newspapers_twitter_0055,"이용주 ""文대통령과 준용씨에게 사과… 제보 조작은 전혀 몰랐다""",chosun,2017-07-26,0,0,right
kr_newspapers_twitter_0056,모래 800t 끌어와 서울 잠수교에 '해변' 만든다,chosun,2017-07-26,21,396,right
kr_newspapers_twitter_0057,"호주 대학캠퍼스 ""中유학생 출입말라"" 경고문 논란",chosun,2017-07-26,2,7,right
kr_newspapers_twitter_0058,"추미애, 국회 찾은 새 법무장관에 해준 조언은? ""국회를 크게 기대하지 말라""",chosun,2017-07-26,1,0,right
kr_newspapers_twitter_0059,"靑 '美 내년 3월까지 사드 배치 요구' 보도에 ""그런 적 없다""",chosun,2017-07-26,0,0,right
kr_newspapers_twitter_0060,구리~포천 고속도로 개통 한 달… 인근 지역 집값 들썩,chosun,2017-07-27,0,0,right
kr_newspapers_twitter_0061,"'석방' 조윤선 ""오해를 풀어줘서 감사""",chosun,2017-07-27,3,1,right
kr_newspapers_twitter_0062,"24명과 결혼해 145명 아이 둔 60세 남성, 캐나다법원 ""유죄"" 평결",chosun,2017-07-27,1,5,right
kr_newspapers_twitter_0063,"개천에서 난 CEO, 성공의 원인도, 갑질 이유도 바로 이것",chosun,2017-07-27,2,3,right
kr_newspapers_twitter_0064,"[속보] 문 대통령 ""청와대가 중대 재난·재해 컨트롤 타워""…TF구성 지시",chosun,2017-07-27,1,1,right
kr_newspapers_twitter_0065,"[속보]당정, 세법개정안에 고용증대 세제 신설",chosun,2017-07-27,1,0,right
kr_newspapers_twitter_0066,"홍준표 ""'담뱃세 인상' 반대했던 민주당, 이제와서 인하 왜 반대?…참 아이러니""",chosun,2017-07-27,4,12,right
kr_newspapers_twitter_0067,"트럼프 대통령 ""北 미사일 발사, 무모하고 위험한 행동"" 비판",chosun,2017-07-28,3,3,right
kr_newspapers_twitter_0068,요즘 볼 만한 Style exhibition 5,chosun,2017-07-28,3,0,right
kr_newspapers_twitter_0069,"文 대통령 ""경제 패러다임 전환, 기업에 부담 우려 있다는 건 안다…경제 살릴 다른 방법 없다""",chosun,2017-07-28,4,2,right
kr_newspapers_twitter_0070,"文 대통령, '이재용 구속' 삼성전자에 ""경제성장 이끌어줘 감사, 기쁘시겠다"".. 권오현 ""기쁘다기보다 더 잘돼야""",chosun,2017-07-28,5,11,right
kr_newspapers_twitter_0071,"靑 앞에 수그린 공론화위…김지형 위원장 ""정부와 혼선으로 비친 것 유감, 숙의과정 결정된 것 없다""",chosun,2017-07-28,1,1,right
kr_newspapers_twitter_0072,"고객이 없자, 집 문 열고 거실 소파에 물건 놓고 간 택배 기사",chosun,2017-07-28,1,3,right
kr_newspapers_twitter_0073,'비와서 늦잠잤어요' 과학적으로 설명하자면,chosun,2017-07-28,1,0,right
kr_newspapers_twitter_0074,"악성코드, 와이파이 칩까지 장악하나…'와이파이 웜' 우려 제기돼",chosun,2017-07-28,4,3,right
kr_newspapers_twitter_0075,정부. 성주 사드기지 '소규모' 대신 '일반 환경영향평가' 실시…연내 사드 배치 사실상 어려워져,chosun,2017-07-28,5,17,right
kr_newspapers_twitter_0076,"당정 ""버스운전자 졸음방지 위해 휴식시간 8시간→10시간 연장 추진""",chosun,2017-07-28,0,2,right
kr_newspapers_twitter_0077,"[주간조선] 출산 중 사망한 그녀, 500여년 후 미라로 돌아오다",chosun,2017-07-29,1,4,right
kr_newspapers_twitter_0078,"'라이언킹' 이승엽, KBO 역대 최초 4000루타 달성",chosun,2017-07-29,3,3,right
kr_newspapers_twitter_0079,[톱클래스] 작다. 하지만 그들이 남겼거나 남길 족적은 거인의 그것보다 크다,chosun,2017-07-29,1,1,right
kr_newspapers_twitter_0080,"전자발찌 30대, 흉기 들고 女화장실 침입...피해여성 기지 발휘해 성폭행 모면",chosun,2017-07-29,24,596,right
kr_newspapers_twitter_0081,[톱클래스] 5번째 역사 시리즈물 펴낸 부영그룹 이중근 회장,chosun,2017-07-29,2,7,right
kr_newspapers_twitter_0082,"백악관 전 비서실장의 '굴욕' ""트럼프가 파리 잡으라고 호출해""",chosun,2017-07-29,1,2,right
kr_newspapers_twitter_0083,"[속보]中 외교부, 韓 사드 '추가 임시배치'에 ""엄중한 우려"" 표명",chosun,2017-07-29,4,5,right
kr_newspapers_twitter_0084,"정치권 ""北미사일 발사 응징해야""…與 ""정부의 '사드 발사대 추가 배치' 시의적절""",chosun,2017-07-29,2,4,right
kr_newspapers_twitter_0085,[여성조선] 협박남 vs 먹튀녀?… 커피스미스 대표와 연예인 K씨의 진실 공방,chosun,2017-07-29,2,1,right
kr_newspapers_twitter_0086,오늘부터 출생신고만 하면 전기요금 자동으로 깎아 준다,chosun,2017-07-30,2,5,right
kr_newspapers_twitter_0087,한국 축구 ‘해외 참사 시리즈’… 이번엔 베트남,chosun,2017-07-30,1,0,right
kr_newspapers_twitter_0088,"[TV조선] [단독] ""4강 대사 이번주 발표…미 비정치인, 중·일·러 정치인 거론""",chosun,2017-07-30,0,8,right
kr_newspapers_twitter_0089,"""사드 추가배치 안 돼""… 성주 주민 '사드 철회' 집회",chosun,2017-07-30,1,2,right
kr_newspapers_twitter_0090,"국민의당 원외위원장 109명, 안철수에 '당 대표 출마' 권유…""安, 신중히 판단""",chosun,2017-07-30,4,5,right
kr_newspapers_twitter_0091,산업부 통상교섭본부장에 김현종 다시 발탁…盧정부 때 '한미 FTA 체결' 주도,chosun,2017-07-30,0,8,right
kr_newspapers_twitter_0092,6·19 부동산 대책에도 안잡히는 '서울 아파트값'…상승폭 올 들어 최대,chosun,2017-07-30,15,21,right
kr_newspapers_twitter_0093,"日언론 ""'ICBM 보유' 주장 북한, 다음은 '6차 핵실험' 가능성 커져""",chosun,2017-07-30,4,7,right
kr_newspapers_twitter_0094,"트럼프 ""중국, 북한에 아무것도 안해…매우 실망이다""",chosun,2017-07-30,3,13,right
kr_newspapers_twitter_0095,"'자수성가' 셀트리온 서정진 회장, 국내 10대 주식 갑부…방준혁 의장 이어 두번째",chosun,2017-07-30,3,2,right
kr_newspapers_twitter_0096,[이코노미조선] 복제약 하나가 매출 5조…바이오시밀러계의 '블록버스터' 셀트리온,chosun,2017-07-31,1,4,right
kr_newspapers_twitter_0097,'응급실 소란' 송태영 한국당 충북도당위원장 검찰 송치,chosun,2017-07-31,0,2,right
kr_newspapers_twitter_0098,"프랑스 여배우 잔 모로 별세…마크롱 ""영화 그 자체였던 분""",chosun,2017-07-31,3,1,right
kr_newspapers_twitter_0099,"""화장을 하면, 더 똑똑해진다"" 실험에서 드러나",chosun,2017-07-31,4,14,right
kr_newspapers_twitter_0100,"정부, '소멸시효 완성채권' 21조원어치 소각…123만명 '빚의 굴레'서 벗어난다",chosun,2017-07-31,0,4,right
kr_newspapers_twitter_0101,"[속보]송영무 ""환경영향평가 후 사드 배치지역 바꿀 수도 있어""",chosun,2017-07-31,1,2,right
kr_newspapers_twitter_0102,"국방부, 국회에 ""北, 탄도미사일 추가발사와 6차 핵실험 가능성"" 보고",chosun,2017-07-31,0,1,right
kr_newspapers_twitter_0103,서울 사람들은 잘 모르는 서울 지하철의 놀라운 점,chosun,2017-07-31,4,6,right
kr_newspapers_twitter_0104,"'두 번째 음주운전' 가수 길, 재판에…면허취소 수준 만취상태",chosun,2017-07-31,0,11,right
kr_newspapers_twitter_0105,"내 직업, 10년 후엔",chosun,2017-07-31,5,5,right
kr_newspapers_twitter_0106,[이코노미조선] '무수혈 수술법' 개발…외국인 환자 몰리는 한국 병원,chosun,2017-08-01,0,2,right
kr_newspapers_twitter_0107,[사설] 美中 충돌·빅딜說 속 존재 없는 한국 정부,chosun,2017-08-01,3,11,right
kr_newspapers_twitter_0108,'회식자리'서 女검사 성추행한 판사…'정직 1개월' 징계,chosun,2017-08-01,2,3,right
kr_newspapers_twitter_0109,"'픽셀'로만 존재했던 이 여인, 세상을 홀리고 지난 2월 사라져",chosun,2017-08-01,70,141,right
kr_newspapers_twitter_0110,"한국인이 가장 많이 기르는 반려견 품종은 말티즈, 고양이는 코리안숏헤어",chosun,2017-08-01,1,3,right
kr_newspapers_twitter_0111,자신을 붙잡은 경찰견의 귀와 머리를 물어뜯으며 저항한 용의자,chosun,2017-08-01,2,3,right
kr_newspapers_twitter_0112,"홍준표, 휴가에도 '페이스북 정치'…바른정당 향해 ""첩은 첩일뿐""",chosun,2017-08-01,0,7,right
kr_newspapers_twitter_0113,애플의 156만원 아이폰8 출시 이유는…WSJ 분석기사 눈길,chosun,2017-08-01,5,3,right
kr_newspapers_twitter_0114,현직 경찰관 집에 무단침입해 여성 블라우스 훔친 검찰 공무원,chosun,2017-08-01,2,11,right
kr_newspapers_twitter_0115,알고보니 대표님이 엑스맨? 오너리스크,chosun,2017-08-01,0,1,right
kr_newspapers_twitter_0116,알프스 산행 중 실종된 30대 한국인 숨진 채 발견,chosun,2017-08-02,0,1,right
kr_newspapers_twitter_0117,이슬람 율법은 잊어주세요… 사우디에 '비키니 리조트',chosun,2017-08-02,0,0,right
kr_newspapers_twitter_0118,"이재용 ""박 전 대통령, 3차 독대서 홍석현 전 JTBC회장에 불만 토로…'이적단체'라는 말도 해""",chosun,2017-08-02,0,0,right
kr_newspapers_twitter_0119,페리선이 부두에 닿기도 전에 '급하다'고 육지로 돌진한 차량의 최후,chosun,2017-08-02,0,0,right
kr_newspapers_twitter_0120,"[속보] 넉달 만에 입 연 이재용 ""미전실 해체, 최지성이 코치""…""삼성물산-제일모직 합병,양사가 알아서 한 일""",chosun,2017-08-02,0,4,right
kr_newspapers_twitter_0121,"최지성 ""정유라 승마 지원, 이재용에 보고 안해… 내가 결정""",chosun,2017-08-02,5,16,right
kr_newspapers_twitter_0122,해외서 신용카드로 600불 이상 사면 관세청에 바로 통보된다,chosun,2017-08-02,3,10,right
kr_newspapers_twitter_0123,"與에서도 '코리아 패싱' 우려… ""미국이 北과 직접 해결 나서면 한국 소외될 수밖에""",chosun,2017-08-02,2,13,right
kr_newspapers_twitter_0124,"박주선, 文대통령 향해 ""안보도 휴가 떠나…대북정책 운전면허 있는지 의문""",chosun,2017-08-02,5,11,right
kr_newspapers_twitter_0125,"[우리 시대 '중한 직업'] ""열악한 근무환경에 폭행까지…"" 의료 최전방의 그들",chosun,2017-08-02,0,1,right
kr_newspapers_twitter_0126,피해 여학생만 70여명...성추행 여주 교사 2명 검찰 송치,chosun,2017-08-03,1,13,right
kr_newspapers_twitter_0127,[박정훈 칼럼] 3류가 2류를 가르치려 한다,chosun,2017-08-03,8,17,right
kr_newspapers_twitter_0128,"'잠수 타기' '어장관리' 우리말 신조어, 영어에도 있다",chosun,2017-08-03,0,0,right
kr_newspapers_twitter_0129,'용가리 과자' 먹은 초등학생 위에 구멍 나 응급 수술,chosun,2017-08-03,0,6,right
kr_newspapers_twitter_0130,"임태훈 ""박찬주 대장 부부, 냉장고 10개에 과일 관리…강박 수준""",chosun,2017-08-03,0,7,right
kr_newspapers_twitter_0131,"""훈련 불참, 왜 코치에게 먼저 얘기하나"" 태릉선수촌서 후배 '대걸레 폭행' 현역 레슬링 국가대표 입건",chosun,2017-08-03,2,3,right
kr_newspapers_twitter_0132,"[속보] 안철수 ""국민의당 전당대회 당 대표 선거 출마 결심""",chosun,2017-08-03,1,7,right
kr_newspapers_twitter_0133,"'약촌 오거리 살인 사건' 16년만에 누명 벗은 30대, 형사보상금 8억 중 10% 기부",chosun,2017-08-03,7,17,right
kr_newspapers_twitter_0134,전국서 알바 자리 가장 많은 대학가는 홍익대,chosun,2017-08-03,2,1,right
kr_newspapers_twitter_0135,갤노트8 최종 스펙은?…에반 블레스 주장 살펴보니,chosun,2017-08-03,0,1,right
kr_newspapers_twitter_0136,"[속보] 왕이 中 외교부장 ""유엔 대북 결의 엄격히 집행할 것""",chosun,2017-08-04,2,7,right
kr_newspapers_twitter_0137,"우종범 EBS 사장, ""일신상의 사유"" 돌연 사의 표명",chosun,2017-08-04,2,8,right
kr_newspapers_twitter_0138,"""나는 살아 있는 하느님""… 여신도 살해 후 암매장한 사이비 교주 구속",chosun,2017-08-04,0,14,right
kr_newspapers_twitter_0139,"[속보]軍, 박찬주 대장 '공관병 갑질 논란' 대부분 사실로 확인",chosun,2017-08-04,3,11,right
kr_newspapers_twitter_0140,"한국당, 8·2 부동산대책 겨냥 ""시장 이기는 정부 없다…12년 전 부동산대책 주도자가 靑서 진두지휘""",chosun,2017-08-04,1,7,right
kr_newspapers_twitter_0141,"휴가 중인 文대통령, 수영 훈련하던 해사생도들 만나 격려 후 기념촬영",chosun,2017-08-04,3,6,right
kr_newspapers_twitter_0142,트럼프가 그렸다고… 이 그림이 3200만원,chosun,2017-08-04,0,2,right
kr_newspapers_twitter_0143,"[속보] 정부 ""안보리 결의, 단합된 경고…北도발 중단해야""",chosun,2017-08-05,0,3,right
kr_newspapers_twitter_0144,"[런던 현장]우사인 볼트 9초95, 100m 결선 동메달, 게이틀린 우승",chosun,2017-08-05,0,0,right
kr_newspapers_twitter_0145,"유엔 안보리, 북 수출 3분의 1 줄일 새 제재결의안 만장일치 승인",chosun,2017-08-05,0,7,right
kr_newspapers_twitter_0146,"맥매스터 美NSC 보좌관 ""대북 예방전쟁 포함한 모든 옵션 제공해야""",chosun,2017-08-05,1,1,right
kr_newspapers_twitter_0147,"8·2대책 직격탄 맞은 재개발·재건축, 틈새 지역도 있다는데",chosun,2017-08-05,3,1,right
kr_newspapers_twitter_0148,[여성조선] ‘아버지가 너무해!’ 가슴앓이 하는 예은과 유소연,chosun,2017-08-05,1,2,right
kr_newspapers_twitter_0149,[여성조선] 연상연하 열애가 대세!,chosun,2017-08-05,1,6,right
kr_newspapers_twitter_0150,"故 최진실 딸 최준희, 외할머니 폭언·폭행 주장… ""제 몸의 상처들이 증인""",chosun,2017-08-05,2,12,right
kr_newspapers_twitter_0151,필리핀서 규모 6.0 지진 발생,chosun,2017-08-05,0,1,right
kr_newspapers_twitter_0152,"아이폰8·갤노트8·V30, 실물 크기 비교해보니…가장 얇은 폰은?",chosun,2017-08-05,1,1,right
kr_newspapers_twitter_0153,LG가 스마트폰 사업 접지 못하는 이유는 IoT·VC 시너지 때문,chosun,2017-08-06,3,4,right
kr_newspapers_twitter_0154,"[LPGA]'나바스코의 저주' 끊은 김인경, 골프인생 무지개 활짝",chosun,2017-08-06,1,4,right
kr_newspapers_twitter_0155,[사설] 美·中 북핵 해결 불능 재확인한 유엔 제재,chosun,2017-08-06,3,5,right
kr_newspapers_twitter_0156,"경찰, 원룸서 50대 여성과 다투던 김광수 의원 현장서 체포한 뒤 수갑 채워…김 의원 ""자해시도한 지인 저지한 것",chosun,2017-08-06,2,7,right
kr_newspapers_twitter_0157,"스마트폰이 20만원대? 아버님, 폰 바꿔드릴까요",chosun,2017-08-06,1,0,right
kr_newspapers_twitter_0158,"""난 은하계의 수호자"" NASA가 공개 모집한 연봉 2억 '행성보호관'에 지원한 美 9세 소년, 그 결과는?",chosun,2017-08-06,0,0,right
kr_newspapers_twitter_0159,"매년 8만명 넘는 자살자 유가족 70%, 우울·불안·불면 겪어",chosun,2017-08-06,1,2,right
kr_newspapers_twitter_0160,한국 1인당 GDP 2만 7633만달러로 세계 29위…내년 3만 달러 넘으면 이탈리아 앞질러,chosun,2017-08-06,1,4,right
kr_newspapers_twitter_0161,"이재용, '조윤선식 무죄전략' 성공 가능성은?",chosun,2017-08-06,1,3,right
kr_newspapers_twitter_0162,[톱클래스] 영화 의 봉준호 감독을 만나다,chosun,2017-08-06,0,0,right
kr_newspapers_twitter_0163,[재계는 지금] 1000원짜리 팔아 올해 매출 '2조 육박' 다이소의 성장 비결은,chosun,2017-08-07,6,6,right
kr_newspapers_twitter_0164,[기자의 시각] 공시생이 된 여대생,chosun,2017-08-07,1,2,right
kr_newspapers_twitter_0165,[사설] 文 대통령의 북핵 문제 정확한 입장을 알기 어렵다,chosun,2017-08-07,4,5,right
kr_newspapers_twitter_0166,"강정석 동아쏘시오홀딩스 회장, '리베이트ㆍ조세포탈 혐의'로 구속 수감",chosun,2017-08-07,1,1,right
kr_newspapers_twitter_0167,"경찰 ""김광수 의원 피의자로 조사 예정""…피해 여성 ""남편이다"" 주장",chosun,2017-08-07,1,6,right
kr_newspapers_twitter_0168,남의 집마당 수영장에 차 빠뜨려놓고선 도주,chosun,2017-08-07,0,1,right
kr_newspapers_twitter_0169,"[속보]文대통령 ""공관병 갑질 사건, 軍 통수권자로서 매우 유감… 전부처 갑질문화 점검'",chosun,2017-08-07,2,2,right
kr_newspapers_twitter_0170,"주호영 ""靑 강아지 소식보다는 북핵 해결법 궁금해하는 국민 많다""",chosun,2017-08-07,34,50,right
kr_newspapers_twitter_0171,"[속보]文 대통령, 트럼프 美 대통령과 한반도 안보 위기 관련 통화",chosun,2017-08-07,0,1,right
kr_newspapers_twitter_0172,운전 경력 모아서 '자동차보험료 줄이는 활용법',chosun,2017-08-07,1,0,right
kr_newspapers_twitter_0173,출시 2년차에도 식지 않는 인기…해외에서 더 잘 나가는 기아차 '니로',chosun,2017-08-08,0,2,right
kr_newspapers_twitter_0174,"WP “美, 북한 ICBM 탑재 소형 핵탄두 개발했다고 결론”",chosun,2017-08-08,4,21,right
kr_newspapers_twitter_0175,"[사설] 반도체 착시에 가린 한국 경제, 곳곳에 경고등",chosun,2017-08-08,3,3,right
kr_newspapers_twitter_0176,"[속보] ""中 쓰촨성 지진으로 100여명 사망·수천명 부상"" AFP",chosun,2017-08-08,2,10,right
kr_newspapers_twitter_0177,갤럭시S8 반격의 서막…'애플 천하' 日서 3위로,chosun,2017-08-08,0,3,right
kr_newspapers_twitter_0178,"[속보]文 대통령, 헌법재판관에 민변 출신 이유정 변호사 지명",chosun,2017-08-08,0,2,right
kr_newspapers_twitter_0179,"SKT, 이동형 AI 스피커 선보여…한시적으로 4만9900원에 판매",chosun,2017-08-08,0,0,right
kr_newspapers_twitter_0180,LG V30 사진 또 유출…히트레코드에서 베일 벗었다,chosun,2017-08-08,1,2,right
kr_newspapers_twitter_0181,'국정원 적폐청산TF' 발표 놓고 충돌한 우원식·정우택…'MB책임론' vs '정치보복',chosun,2017-08-08,0,0,right
kr_newspapers_twitter_0182,"[속보]文 대통령, 오늘 가습기 살균제 피해자 면담",chosun,2017-08-08,3,7,right
kr_newspapers_twitter_0183,"구글, 성차별 글올린 직원 해고…""트럼프 같다"" 지적 나와",chosun,2017-08-09,2,1,right
kr_newspapers_twitter_0184,"[속보] 北전략군 ""'화성-12', 日 상공 통과… 괌 주변 30~40km 해상 탄착""",chosun,2017-08-09,1,9,right
kr_newspapers_twitter_0185,447억짜리지만 한 번도 산불 끄러 출동 안 한 소방 헬기,chosun,2017-08-09,1,6,right
kr_newspapers_twitter_0186,"조영남 재판 나온 진중권 ""1000% 조영남 작품""…검찰은 징역 1년6개월 구형",chosun,2017-08-09,0,3,right
kr_newspapers_twitter_0187,"""카카오뱅크 수수료, 싸도 너무 싸네"" 출범 앞둔 해외 송금 업체들 초비상",chosun,2017-08-09,3,9,right
kr_newspapers_twitter_0188,"""무인기로 청와대 폭파"" 협박글 올린 30대男, 1심서 집행유예",chosun,2017-08-09,0,4,right
kr_newspapers_twitter_0189,"MRI·초음파비용도 건강보험 적용·대학병원 '특진' 없앤다…정부, 미용·성형 제외한 모든 비급여 항목 건보로 보장",chosun,2017-08-09,11,63,right
kr_newspapers_twitter_0190,"국세청, 다주택자·젊은 고가주택 보유자 등 부동산 탈세혐의자 세무조사 일제 돌입",chosun,2017-08-09,12,23,right
kr_newspapers_twitter_0191,"'카카오뱅크' 돌풍에 놀란 원조 인터넷은행 '케이뱅크', 예금금리 연 2.1%로 인상",chosun,2017-08-09,1,5,right
kr_newspapers_twitter_0192,"김홍신 ""아무 잘못도 안했는데 블랙리스트 들어가 피해 입었다""",chosun,2017-08-09,0,0,right
